,testde_1,testde_2,camelsde_111740,camelsde_111630
2012-05-11,,1.9698352,1.343239,1.3933057
2012-05-12,,8.879997,7.773964,8.648717
2012-05-13,,0.48123074,0.79906154,0.7994845
2012-05-14,,-0.034727097,-0.04075241,-0.07694316
2012-05-15,,2.0107098,2.5860577,1.9499751
2012-05-16,,5.095944,9.52627,9.365637
2012-05-17,,0.23224878,0.46429276,0.42986917
2012-05-18,,1.1450781,1.1152301,1.3435055
2012-05-19,,0.98595047,0.6704042,0.7750213
2012-05-20,,0.35026217,0.38290834,0.42918205
2012-05-21,,1.4767904,2.7712834,2.4247777
2012-05-22,,3.41715,8.851076,4.9894414
2012-05-23,,0.96349907,2.878746,3.383315
2012-05-24,,0.47239518,0.8620455,1.3864698
2012-05-25,,-0.17431784,-0.08694959,-0.037712574
2012-05-26,,-0.049365044,0.050704002,0.07217026
2012-05-27,,1.6726367,1.3244239,1.2368654
2012-05-28,,0.874249,0.8017354,0.8774915
2012-05-29,,0.19893694,0.55463743,0.66167593
2012-05-30,,2.2484772,1.4906209,2.185555
2012-05-31,,5.291836,2.326992,3.1949866
2012-06-01,,6.128543,5.941699,5.599888
2012-06-02,,2.2399065,1.4162488,1.5006889
2012-06-03,,9.061619,7.1507006,8.527112
2012-06-04,,5.9353437,8.3970585,6.9082136
2012-06-05,,3.6044064,3.7999258,3.9938493
2012-06-06,,4.6482825,2.933315,3.3691232
2012-06-07,,3.6769414,1.8113934,1.4883965
2012-06-08,,4.7576227,4.6240563,4.9292846
2012-06-09,,0.35437846,0.78318596,0.70414305
2012-06-10,,2.149568,3.6736064,3.2604945
2012-06-11,,3.4106457,3.6800995,3.5705006
2012-06-12,,2.2282965,4.8326545,3.685129
2012-06-13,,7.163331,8.642179,8.390787
2012-06-14,,2.2156286,2.3153305,3.0059342
2012-06-15,,0.6730697,0.44214964,0.49109316
2012-06-16,,1.0976111,0.91069686,0.86850405
2012-06-17,,3.3439093,2.8150425,2.5826378
2012-06-18,,0.42552018,0.4708073,0.43840265
2012-06-19,,3.1821764,4.3369503,4.430774
2012-06-20,,2.8418725,4.18945,5.350744
2012-06-21,,3.3795938,3.7432923,4.1171613
2012-06-22,,0.5938132,1.2534807,1.1140261
2012-06-23,,0.7834778,0.8184955,0.77680945
2012-06-24,,1.6153623,1.6681774,1.364328
2012-06-25,,3.9804037,8.391614,9.346183
2012-06-26,,1.0030552,1.3022834,1.3480676
2012-06-27,,1.8059396,1.5345646,1.7047919
2012-06-28,,1.127447,1.0147781,1.044798
2012-06-29,,1.913086,1.2248948,1.191155
2012-06-30,,1.9668707,3.7940621,3.828197
2012-07-01,,7.3374987,17.01912,16.640532
2012-07-02,,3.4953609,5.796783,6.393982
2012-07-03,,1.6167608,3.2608013,2.8641462
2012-07-04,,1.7487247,2.2862659,1.8501346
2012-07-05,,2.7129657,3.4699774,3.4769697
2012-07-06,,3.976195,5.5604944,5.20191
2012-07-07,,0.9722781,2.360211,2.5328476
2012-07-08,,3.6491246,1.7824703,2.2046807
2012-07-09,,0.51473355,0.7121296,0.72654533
2012-07-10,,0.5458584,0.66740584,0.6529541
2012-07-11,,3.5882986,2.754309,2.6478887
2012-07-12,,1.8738129,1.4477156,1.4530406
2012-07-13,,9.180963,6.164915,5.5381317
2012-07-14,,2.988918,2.8397357,2.7743185
2012-07-15,,2.6422365,4.939215,4.2579646
2012-07-16,,3.2167833,2.0968132,2.1272876
2012-07-17,,2.0849369,2.1194334,2.140358
2012-07-18,,0.5987489,0.5728409,0.5888705
2012-07-19,,1.7849041,1.475639,1.3358973
2012-07-20,,1.7333686,5.7831287,4.7894206
2012-07-21,,0.5520835,5.0520554,4.0437546
2012-07-22,,0.28463697,1.5855407,1.7338803
2012-07-23,,-0.051905155,0.17751908,0.1654427
2012-07-24,,0.14700365,0.25555277,0.2943449
2012-07-25,,0.29564714,0.5096204,0.519428
2012-07-26,,0.43362236,0.3811884,0.41203642
2012-07-27,,0.5893352,0.29858184,0.3324778
2012-07-28,,8.291416,8.144163,7.018214
2012-07-29,,1.3010995,3.291623,3.402914
2012-07-30,,0.8687961,0.86859345,1.0705671
2012-07-31,,3.808219,1.5254688,1.7357734
2012-08-01,,0.14910007,0.21463728,0.22191882
2012-08-02,,0.963395,1.5078673,0.8132968
2012-08-03,,0.56121635,2.3311963,1.7466205
2012-08-04,,0.39848065,0.6982765,0.6328218
2012-08-05,,1.6656435,2.2779121,1.9934485
2012-08-06,,2.774688,8.1088295,7.377055
2012-08-07,,0.62606835,1.2303811,1.1918669
2012-08-08,,0.4629879,0.94244826,0.89982164
2012-08-09,,0.7489352,0.6104121,0.5578251
2012-08-10,,0.18622065,0.66814995,0.61224174
2012-08-11,,0.019572258,0.2660818,0.2917483
2012-08-12,,0.030667067,0.11220169,0.12955308
2012-08-13,,0.260211,0.30489135,0.3213718
2012-08-14,,0.91364264,0.35317564,0.41775513
2012-08-15,,0.533128,0.6290095,0.5616603
2012-08-16,,9.896177,13.244992,14.519848
2012-08-17,,0.55664754,0.8133278,0.8447778
2012-08-18,,0.0847826,0.13330817,0.18714333
2012-08-19,,-0.11324954,0.029612303,0.009186268
2012-08-20,,1.3980193,0.51485133,0.5261514
2012-08-21,,1.2053021,1.3422611,1.8463513
2012-08-22,,0.65065813,2.0669036,2.3862152
2012-08-23,,-0.14645672,0.26273465,0.19056654
2012-08-24,,3.5844374,5.45547,5.1587396
2012-08-25,,1.6166841,2.8397458,2.5050778
2012-08-26,,2.3650043,3.0963953,2.6321383
2012-08-27,,-0.018592596,0.09076667,0.08980107
2012-08-28,,0.41319108,0.35114503,0.3538189
2012-08-29,,0.37907743,0.5809922,0.51871204
2012-08-30,,3.0789394,12.818893,11.733997
2012-08-31,,1.5456895,6.591238,6.102531
2012-09-01,,2.0674214,3.6939194,3.3360882
2012-09-02,,1.2107588,4.3491526,3.4945614
2012-09-03,,0.6917546,1.6038734,1.5400128
2012-09-04,,-0.086280346,0.896651,0.75906134
2012-09-05,,0.38660192,0.45119715,0.46997547
2012-09-06,,0.03149724,0.26611805,0.19879937
2012-09-07,,0.04792142,0.099794865,0.10507631
2012-09-08,,0.19268966,0.22714567,0.25101638
2012-09-09,,0.13065147,0.16361308,0.16204786
2012-09-10,,0.052955627,0.33040977,0.28393435
2012-09-11,,6.464457,4.7454386,4.176934
2012-09-12,,10.441564,10.642185,11.132408
2012-09-13,,0.8793762,0.8456123,0.82120585
2012-09-14,,1.3192563,0.28843188,0.30257297
2012-09-15,,2.7671728,2.5092397,2.104233
2012-09-16,,0.3085363,0.31192923,0.26421762
2012-09-17,,0.54100394,0.58295274,0.59502316
2012-09-18,,1.3193827,0.51651335,0.61968637
2012-09-19,,1.2547816,1.8323072,1.8913546
2012-09-20,,0.10607147,0.29497576,0.28071356
2012-09-21,,0.5004277,0.4744463,0.38788128
2012-09-22,,1.8202376,5.1882095,5.2653313
2012-09-23,,1.2919415,1.4495938,2.3294768
2012-09-24,,0.9992875,0.91573393,0.9511044
2012-09-25,,3.5355906,0.47246313,0.5631702
2012-09-26,,4.5833006,3.3940806,3.5628722
2012-09-27,,1.2257564,2.5157883,2.6783133
2012-09-28,,1.2612365,0.7209735,1.1652868
2012-09-29,,0.5328102,0.84009504,0.7689483
2012-09-30,,0.11023998,0.37149882,0.35393763
2012-10-01,,0.7728553,2.1839294,2.0629401
2012-10-02,,0.28876638,0.43982387,0.45046902
2012-10-03,,0.52542806,0.42995,0.46307588
2012-10-04,,2.9108703,2.3790793,2.2000313
2012-10-05,,3.15475,2.4331093,2.0835056
2012-10-06,,3.0375774,1.1754112,1.0522051
2012-10-07,,10.398779,15.2904005,14.031348
2012-10-08,,0.9139253,0.94882715,1.0294995
2012-10-09,,3.0814636,4.5955496,4.380103
2012-10-10,,0.8442278,2.1213646,1.4557053
2012-10-11,,3.1326118,1.2774433,1.2286903
2012-10-12,,6.997843,4.3927407,4.7292747
2012-10-13,,0.60387444,0.52567744,0.54528236
2012-10-14,,1.3706337,0.70038795,0.79594016
2012-10-15,,2.4287386,2.0706785,2.013997
2012-10-16,,0.42829514,0.41305757,0.4221022
2012-10-17,,0.46283603,0.44194245,0.4452176
2012-10-18,,0.07529664,0.091726065,0.117307186
2012-10-19,,0.14256334,0.08133364,0.1042161
2012-10-20,,0.51663375,0.36063433,0.36951613
2012-10-21,,0.31492114,0.41537476,0.3522663
2012-10-22,,0.42750192,0.42744088,0.41569376
2012-10-23,,0.48710322,0.74905944,0.77131915
2012-10-24,,0.9658489,1.089405,1.2293835
2012-10-25,,1.4562752,0.6590302,0.62630296
2012-10-26,,5.8609734,4.6381574,4.7759857
2012-10-27,,12.887385,14.492828,15.8247595
2012-10-28,,1.1004283,5.074037,4.2684755
2012-10-29,,0.59031963,1.3093985,1.1984504
2012-10-30,,2.4428406,1.3399259,1.3530567
2012-10-31,,0.17269397,0.3107853,0.3182342
2012-11-01,,1.5826992,1.5849538,1.7249402
2012-11-02,,5.185659,2.9048746,2.4163587
2012-11-03,,13.718523,9.092065,8.454209
2012-11-04,,8.050782,13.875322,13.391471
2012-11-05,,4.399838,9.692552,8.524751
2012-11-06,,2.290032,3.3353846,3.945637
2012-11-07,,5.1377645,4.132264,4.101395
2012-11-08,,1.356894,1.326585,1.3740579
2012-11-09,,1.3423612,0.89637256,0.8600292
2012-11-10,,7.297518,4.8354416,4.4329348
2012-11-11,,3.907794,15.49669,14.805545
2012-11-12,,1.5074418,3.557211,3.7839994
2012-11-13,,0.39677358,1.0012258,0.96060693
2012-11-14,,0.91714597,1.1959757,1.1628191
2012-11-15,,0.47093105,0.5620382,0.58573675
2012-11-16,,0.7670388,0.7772541,0.8083806
2012-11-17,,0.4887483,0.50758743,0.50693583
2012-11-18,,0.70025635,0.8278034,0.8303528
2012-11-19,,0.43413615,0.48691702,0.49879026
2012-11-20,,1.6236056,0.8018193,0.8842485
2012-11-21,,0.55720425,0.43062162,0.4522133
2012-11-22,,0.87255716,0.7201195,0.73940444
2012-11-23,,0.78120327,0.7946298,0.8223853
2012-11-24,,0.55660295,0.4221747,0.4637637
2012-11-25,,1.2327529,0.5259516,0.57496667
2012-11-26,,8.856998,2.9483142,4.0670214
2012-11-27,,3.4718852,3.712097,4.0808706
2012-11-28,,8.967107,11.657149,11.610748
2012-11-29,,8.779509,15.519738,15.552199
2012-11-30,,1.5864292,2.8303802,2.4756303
2012-12-01,,0.8957747,1.909085,1.6723976
2012-12-02,,2.4348943,2.0164738,2.149415
2012-12-03,,3.7969642,3.6938257,3.4835656
2012-12-04,,11.732372,9.281527,9.136031
2012-12-05,,6.1486816,4.8120136,5.3131323
2012-12-06,,1.3960071,1.3268121,1.2759091
2012-12-07,,2.7541516,2.7728472,2.6669292
2012-12-08,,0.4598968,0.6205692,0.6091485
2012-12-09,,3.8031101,1.7249035,1.8309834
2012-12-10,,5.5509515,2.7623072,2.980315
2012-12-11,,3.1111465,2.2457285,2.1832383
2012-12-12,,0.70430374,0.6967273,0.743067
2012-12-13,,1.1526418,1.5019015,1.5424297
2012-12-14,,5.6721306,8.312598,9.168469
2012-12-15,,8.00565,6.9162264,8.3512
2012-12-16,,11.7377205,3.5432403,4.0566053
2012-12-17,,15.594427,10.636475,10.36451
2012-12-18,,8.686491,7.439844,6.8524027
2012-12-19,,3.4872394,3.10952,2.7472434
2012-12-20,,1.7833422,0.9541607,0.9477241
2012-12-21,,12.423025,8.3721485,8.939219
2012-12-22,,13.896179,12.019307,12.182698
2012-12-23,,16.86029,6.4525537,6.294018
2012-12-24,,1.3042121,0.46508884,0.38501406
2012-12-25,,3.7707694,1.673188,1.3308434
2012-12-26,,4.880415,3.433187,3.8652387
2012-12-27,,13.029248,10.4932785,12.395709
2012-12-28,,8.535278,11.972943,11.098038
2012-12-29,,1.8811959,1.0146817,1.0217476
2012-12-30,,2.2445545,0.5618119,0.6013608
2012-12-31,,2.1442852,0.5012171,0.55402327
2013-01-01,,3.4729552,1.4240268,1.4887335
2013-01-02,,1.8276958,1.3249234,1.4225945
2013-01-03,,3.974688,3.4497268,3.3805764
2013-01-04,,1.960163,3.6167908,3.2788467
2013-01-05,,1.7785565,10.502004,10.340623
2013-01-06,,1.1150327,4.3694506,4.1815
2013-01-07,,0.63927436,1.4888608,1.3583208
2013-01-08,,0.69035196,1.3913382,1.4700438
2013-01-09,,0.4821267,1.1232083,1.1650573
2013-01-10,,1.5469303,2.3200092,2.3635986
2013-01-11,,0.3495822,0.9017689,0.83371496
2013-01-12,,0.85951877,2.1910324,1.4974092
2013-01-13,,0.36120963,0.78428864,0.81494284
2013-01-14,,0.56438446,1.1262797,0.9436263
2013-01-15,,0.4056468,0.41364026,0.39207196
2013-01-16,,1.3944948,2.9035623,2.640733
2013-01-17,,0.98096025,4.318368,3.6520956
2013-01-18,,0.38486862,1.1975714,1.0402716
2013-01-19,,0.4258113,0.4969492,0.5101812
2013-01-20,,1.2343132,1.7295297,1.5609472
2013-01-21,,1.1626507,1.0206844,1.0713388
2013-01-22,,1.2508199,0.9685608,0.96112084
2013-01-23,,0.839221,1.4748563,1.2219269
2013-01-24,,0.42530632,1.4660516,1.4206429
2013-01-25,,0.59335256,1.1075454,1.1359788
2013-01-26,,0.43266273,0.07712698,0.17509842
2013-01-27,,1.9081686,2.0394342,2.3264692
2013-01-28,,3.7372727,2.8780818,3.3332982
2013-01-29,,12.367427,10.066235,10.929211
2013-01-30,,7.709326,4.860716,6.3872747
2013-01-31,,3.6621122,1.4650054,1.5919875
2013-02-01,,14.451835,8.595563,9.040502
2013-02-02,,9.491509,9.978695,10.344471
2013-02-03,,4.1954546,4.7806206,4.4820533
2013-02-04,,13.744181,12.918163,13.080296
2013-02-05,,5.286318,6.9079103,6.450973
2013-02-06,,5.2995195,3.7305355,3.283513
2013-02-07,,2.8538165,3.03395,2.7147512
2013-02-08,,2.928031,3.3096867,3.354892
2013-02-09,,0.7461407,1.0490171,0.91738534
2013-02-10,,0.25543952,0.5818007,0.5627644
2013-02-11,,0.8015785,0.6217425,0.5744693
2013-02-12,,0.7739527,2.2385135,2.1352444
2013-02-13,,0.81355715,0.920293,0.90712607
2013-02-14,,0.53483486,0.73286986,0.59591794
2013-02-15,,2.644058,3.746512,3.3586187
2013-02-16,,0.92722976,1.9831504,2.1196573
2013-02-17,,1.9118314,4.2651052,5.4835525
2013-02-18,,1.778884,2.8938923,3.7799926
2013-02-19,,2.6101446,4.7435985,4.9191437
2013-02-20,,0.88183594,1.3286719,1.4050047
2013-02-21,,0.4498198,1.0646034,1.1196766
2013-02-22,,0.33361745,0.5841892,0.60883355
2013-02-23,,1.005553,1.2018886,1.3420254
2013-02-24,,1.609791,1.7133049,1.7156328
2013-02-25,,1.6212785,1.4805024,1.69726
2013-02-26,,1.0291711,3.4465883,2.633652
2013-02-27,,0.71213627,3.2845855,2.6627517
2013-02-28,,0.5345559,1.2217501,1.7147784
2013-03-01,,0.57888174,1.2152534,1.4862573
2013-03-02,,0.20211005,0.60868025,0.6777358
2013-03-03,,0.21011376,0.25029516,0.2527964
2013-03-04,,-0.040053368,0.03824544,0.07058287
2013-03-05,,0.14571619,0.06173539,0.068167925
2013-03-06,,0.4244852,0.58418536,0.54076076
2013-03-07,,0.8474581,0.6255851,0.707391
2013-03-08,,1.2989562,0.54831743,0.5471051
2013-03-09,,1.7369817,1.0434041,1.1039004
2013-03-10,,1.3191723,1.3195938,1.3007567
2013-03-11,,2.6252713,3.2211325,2.9893756
2013-03-12,,2.469452,5.1239576,4.0521502
2013-03-13,,2.3573432,6.133292,5.469417
2013-03-14,,0.5106785,0.78496265,0.7978182
2013-03-15,,0.12472582,0.2447927,0.25198913
2013-03-16,,0.26848006,0.22737575,0.20726848
2013-03-17,,3.9557533,1.8799729,1.7705199
2013-03-18,,8.618051,9.608178,9.15207
2013-03-19,,6.071535,4.349905,5.1344824
2013-03-20,,7.759115,2.6910958,2.7447755
2013-03-21,,4.6783943,3.8462133,3.5630143
2013-03-22,,0.87843513,0.77873826,0.8237159
2013-03-23,,3.5787473,2.9961028,2.8848784
2013-03-24,,1.6027032,1.1070968,1.0471838
2013-03-25,,3.704473,4.6700597,4.519059
2013-03-26,,1.9098188,3.2171888,3.0889256
2013-03-27,,1.1830634,1.4953057,1.4398829
2013-03-28,,1.1431558,2.2642205,1.9764458
2013-03-29,,0.81686926,3.3508947,3.2334037
2013-03-30,,1.211426,2.492526,2.2619395
2013-03-31,,1.137377,1.2481056,1.1650957
2013-04-01,,0.32072735,0.29050827,0.34976792
2013-04-02,,0.34809113,0.56724095,0.5414798
2013-04-03,,1.2666157,1.2686908,1.2603716
2013-04-04,,0.02549386,0.15548539,0.16845345
2013-04-05,,1.518884,1.9158437,1.7605073
2013-04-06,,2.0441275,2.972891,2.887437
2013-04-07,,0.9879769,1.8526272,1.7880685
2013-04-08,,1.3281108,0.6651709,0.6811485
2013-04-09,,6.4583793,2.2227771,2.0555747
2013-04-10,,4.2996497,2.5719483,3.0262883
2013-04-11,,5.0946302,6.365038,7.3458624
2013-04-12,,7.512189,3.5894773,3.6060362
2013-04-13,,2.5925965,0.8817575,0.9599545
2013-04-14,,2.0553145,0.8143847,0.8818269
2013-04-15,,0.14848995,0.07483888,0.08067131
2013-04-16,,1.8479011,1.6730567,1.7785035
2013-04-17,,1.2003987,0.64274716,0.6824775
2013-04-18,,1.3564434,1.3491936,1.2979122
2013-04-19,,2.2847853,7.1918573,5.5275354
2013-04-20,,2.2739053,4.973919,5.4789305
2013-04-21,,1.6601144,1.5882,1.7793757
2013-04-22,,1.138459,1.8258722,1.6721523
2013-04-23,,0.2843709,0.5425384,0.54927087
2013-04-24,,0.118495226,0.24002409,0.25968814
2013-04-25,,0.18379068,0.4588852,0.47596955
2013-04-26,,5.434159,5.3934383,5.5589676
2013-04-27,,13.898945,14.116307,16.57637
2013-04-28,,2.66176,3.508424,3.5618968
2013-04-29,,1.39401,2.4758997,2.342187
2013-04-30,,2.5456417,1.6633502,1.9986869
2013-05-01,,1.3319675,1.3089795,1.2948118
2013-05-02,,1.5398388,2.8456268,2.8660867
2013-05-03,,8.025505,9.694447,9.426932
2013-05-04,,7.69637,6.1880283,6.7528286
2013-05-05,,0.958519,1.2443463,1.2260518
2013-05-06,,1.1699636,1.543944,1.414317
2013-05-07,,4.0811024,7.470216,5.4007263
2013-05-08,,0.74598956,1.4141917,1.6486522
2013-05-09,,4.5304365,5.8188972,6.1872196
2013-05-10,,3.1791773,6.1716127,6.149947
2013-05-11,,1.627262,1.5016385,1.5716794
2013-05-12,,4.3540688,3.1111317,2.9907289
2013-05-13,,4.6709986,4.7798314,4.178496
2013-05-14,,1.1850036,0.8962523,0.95932055
2013-05-15,,1.7127577,1.0817747,2.300409
2013-05-16,,3.0949206,5.0746207,4.2612925
2013-05-17,,3.6847477,3.9493322,3.969925
2013-05-18,,0.7912998,0.7263937,0.7705531
2013-05-19,,5.5868645,4.685255,4.1346016
2013-05-20,,4.7196903,1.561661,1.4906543
2013-05-21,,3.0829263,1.5522386,1.4888802
2013-05-22,,5.559376,4.902082,4.417917
2013-05-23,,4.4332576,2.7323048,2.053883
2013-05-24,,2.1892161,4.336191,3.8407457
2013-05-25,,0.76395345,1.545251,1.4728564
2013-05-26,,11.832531,16.102547,16.912085
2013-05-27,,3.2637,6.3030033,6.8366203
2013-05-28,,0.48525524,0.83026385,0.6935673
2013-05-29,,6.7767606,12.700645,11.806568
2013-05-30,,2.9801307,4.9901295,5.5121737
2013-05-31,,25.204649,28.167387,28.700344
2013-06-01,,12.616914,19.01218,22.187817
2013-06-02,,2.5957541,5.3534803,3.5103703
2013-06-03,,4.5675497,6.4863796,4.594555
2013-06-04,,0.64393497,1.1940283,0.9819081
2013-06-05,,0.99003935,0.97295475,1.0204595
2013-06-06,,-0.107421875,0.04968071,0.10729313
2013-06-07,,0.694298,0.6147866,0.61161065
2013-06-08,,0.6901679,0.78952,0.7195051
2013-06-09,,5.632016,7.1211424,6.188835
2013-06-10,,5.1657257,7.287258,7.7547617
2013-06-11,,2.093853,1.9448814,1.8090788
2013-06-12,,1.1762326,1.0659317,1.1332545
2013-06-13,,2.0916386,1.6028743,1.5117425
2013-06-14,,3.107673,3.526792,3.4276035
2013-06-15,,1.0222812,0.9781883,1.0688854
2013-06-16,,0.019937992,0.6438124,0.5108373
2013-06-17,,0.5447948,0.6168704,0.6546941
2013-06-18,,0.5245054,0.71192217,0.7076955
2013-06-19,,0.23758245,0.2749467,0.30164218
2013-06-20,,4.5300994,2.0150962,2.0112178
2013-06-21,,3.2288694,3.573792,4.1937084
2013-06-22,,1.2818645,2.118838,1.924288
2013-06-23,,1.6275313,3.8211286,3.6725159
2013-06-24,,3.02777,1.5804421,2.0637815
2013-06-25,,3.290594,3.2433512,4.232494
2013-06-26,,1.1461242,1.897822,2.0055156
2013-06-27,,2.0226216,1.9939727,1.9162834
2013-06-28,,1.2888043,1.3202819,1.2814724
2013-06-29,,7.0651083,8.184274,7.555127
2013-06-30,,1.3294679,2.445734,2.2829924
2013-07-01,,0.21052861,0.24601746,0.2419312
2013-07-02,,1.3532997,1.2724615,1.4143245
2013-07-03,,7.3859644,11.42499,10.010563
2013-07-04,,1.6676044,5.144439,5.1566763
2013-07-05,,0.8389878,1.3908393,1.3631135
2013-07-06,,0.40065932,0.49487686,0.49880147
2013-07-07,,0.10292244,0.66689706,0.5549655
2013-07-08,,-0.005965948,0.3622012,0.35954905
2013-07-09,,0.2498169,0.29218054,0.3204403
2013-07-10,,0.3241868,0.6669953,0.56861806
2013-07-11,,0.8341007,0.52438974,0.75896883
2013-07-12,,0.38596988,0.31176305,0.3666594
2013-07-13,,0.1279862,0.17240977,0.17961407
2013-07-14,,0.23042893,0.21081686,0.24616814
2013-07-15,,0.068320036,0.20544696,0.17348933
2013-07-16,,0.01968813,0.13398242,0.14930177
2013-07-17,,0.17798138,0.18085003,0.21971893
2013-07-18,,0.4598024,0.3293085,0.33512592
2013-07-19,,0.021063566,0.27866292,0.28419924
2013-07-20,,0.052064657,0.22486496,0.29441833
2013-07-21,,0.10303044,0.13035655,0.20831394
2013-07-22,,0.104585886,-3.2424927e-05,0.098498106
2013-07-23,,0.59679174,3.0879765,2.3453262
2013-07-24,,2.7951987,7.663952,8.30958
2013-07-25,,1.2531703,1.4475962,1.6349084
2013-07-26,,0.8515146,0.42916608,0.43726063
2013-07-27,,0.40872836,0.2402687,0.33050323
2013-07-28,,6.681115,5.59289,5.5499625
2013-07-29,,10.060521,21.195408,21.178814
2013-07-30,,1.1530888,2.0577013,2.132948
2013-07-31,,2.5692632,2.9839091,3.0469513
2013-08-01,,0.049800873,0.15576696,0.14182448
2013-08-02,,-0.007855177,0.050232172,0.092227936
2013-08-03,,1.8562037,2.147848,1.8943007
2013-08-04,,1.3835027,1.5927811,1.4151967
2013-08-05,,0.26324105,0.47328496,0.48944306
2013-08-06,,0.97910917,3.3369303,3.1755574
2013-08-07,,3.894258,5.652426,5.338147
2013-08-08,,3.6879952,6.298359,7.004081
2013-08-09,,1.1693907,5.8377132,5.0476427
2013-08-10,,0.38626313,0.65013814,0.59013057
2013-08-11,,0.9833548,1.3257077,1.4581238
2013-08-12,,1.6371647,5.2554116,4.589962
2013-08-13,,2.165962,5.3135276,5.753586
2013-08-14,,0.13893604,0.85514975,0.82354903
2013-08-15,,0.019422293,0.110025644,0.10601854
2013-08-16,,0.06237912,0.084493876,0.1355493
2013-08-17,,0.3521309,0.5473163,0.44670486
2013-08-18,,2.8018112,3.2849576,2.3712504
2013-08-19,,6.3261156,10.582622,10.1232195
2013-08-20,,0.82659864,2.5752227,2.8875587
2013-08-21,,0.07664871,0.40030217,0.49466062
2013-08-22,,0.072551966,0.12709165,0.12794304
2013-08-23,,0.62686944,1.1376283,0.93023014
2013-08-24,,1.8815082,3.3507545,2.9353743
2013-08-25,,11.99083,21.071896,22.42562
2013-08-26,,4.224149,5.506081,5.5309186
2013-08-27,,1.812189,3.2898295,3.3140259
2013-08-28,,0.5959964,0.791816,0.8173318
2013-08-29,,0.22848177,0.34921312,0.345613
2013-08-30,,0.38974643,0.314466,0.35015082
2013-08-31,,1.248032,1.7260945,1.6606369
2013-09-01,,0.77981615,1.6200441,1.4333769
2013-09-02,,0.71461535,1.4564712,1.4101858
2013-09-03,,0.21079946,0.4478972,0.4485662
2013-09-04,,0.0951097,0.09782457,0.13457727
2013-09-05,,0.04572916,0.14839578,0.18410563
2013-09-06,,0.9139123,0.32693887,0.2842734
2013-09-07,,7.677286,3.0330782,3.0082796
2013-09-08,,5.5078554,9.243537,9.551519
2013-09-09,,3.3988073,7.036998,7.5742083
2013-09-10,,2.214391,3.8639278,3.721848
2013-09-11,,8.457674,6.357644,6.994897
2013-09-12,,11.0497265,13.3068,11.490172
2013-09-13,,3.6391058,6.773681,7.440673
2013-09-14,,7.162657,4.842151,4.765279
2013-09-15,,10.486341,4.342366,3.8251214
2013-09-16,,8.993824,7.989935,8.627767
2013-09-17,,2.3439267,3.781989,3.5666509
2013-09-18,,18.139563,15.89186,14.687927
2013-09-19,,3.8804388,6.4876213,6.1371098
2013-09-20,,2.6220143,4.217126,3.73372
2013-09-21,,1.6383243,2.045939,1.9400889
2013-09-22,,0.46008873,0.58105135,0.61230946
2013-09-23,,1.1034676,1.6788728,1.6362906
2013-09-24,,0.13908744,0.30157876,0.2946546
2013-09-25,,0.5029752,0.46984792,0.5028691
2013-09-26,,0.8535609,1.4039171,1.5212202
2013-09-27,,0.8780327,2.0653512,1.9382715
2013-09-28,,0.7705054,0.67847085,0.682364
2013-09-29,,0.44687152,0.5508411,0.51064515
2013-09-30,,2.3058507,2.1493657,1.944747
2013-10-01,,1.3195375,1.467997,1.4731936
2013-10-02,,-0.11937904,0.05597186,0.06755376
2013-10-03,,0.08567929,0.12919569,0.11848378
2013-10-04,,3.1457493,2.629643,2.5188024
2013-10-05,,17.946398,14.190807,14.480762
2013-10-06,,4.3327246,4.0897593,4.0010233
2013-10-07,,1.0053889,1.2315705,1.1842978
